IdCategoria;IdFabricante;Referencia;PartNumber;UpcCode;Peso;Fotografia;Oferta;FechaInicioOferta;FechaFinOferta;Nombre;Resumen;Descripcion;InfoGeneral;EspecificacionesAmpliadas;Accesorios;Stock;FechaStock;Tasas;Coste;DesCategoria;DesFabricante;
425;9490;OCZTXTCC;OCZTXTCC;;0,000;/OCZTXTCC.JPG;0;;;;;;;;;2;;0,00;29,95;Modding;OCZ;
167;15984;OK1-0002-W;OK1-0002-W;;0,000;/OK1-0002-W.JPG;0;;;;;;;;;1;;0,00;1,59;Accesorios de Red;LANBERG;
171;9506;OMPB20CCBM;OMPB20CCBM;;0,000;/OMPB20CCBM.JPG;0;;;POWERBANK 2000mAh SUPER SLIM MICRO USB NEGRO;;;;;;3;;0,00;3,75;Accesorios para teléfonos moviles;Omega;
171;9506;OMPB20CCWML;OMPB20CCWML;;0,000;/OMPB20CCWML.JPG;0;;;POWERBANK 2000mAh SLIM MICROUSB+LIGHTNING BLANCO;;;;;;4;;0,00;5,55;Accesorios para teléfonos moviles;Omega;
385;9577;PANDAMOBIL5L;A1MS14MB5;;0,000;/A1MS14MB5.JPG;0;;;ANTIVIRUS PANDA MOBILE SECURITY 5 LICENCIAS ANDROID;;;;;;5;;0,00;4,99;Software antivirus;Panda Security;
0;7915;PC-70;PC-70;;0,000;/PC-70.JPG;0;;;ROLLO DE TRANSFERENCIA BROTHER PARA FAX-T72/T74/T76;;;;;;2;;0,00;15,95;;Brother;
121;9105;PC0005A;PC0005A;;0,000;/PC0005A.JPG;0;;;Tarjeta controladora IDE 1/ SATA 2 / E-SATA 1;;; PCI card e-SATA / SATA & IDE1x e-SATA external2x SATA and 1x IDE 40-pin internalAutomatic IRQ addressMax Speed: 150 Mbit/sInternal overvoltage protection;;;2;;0,00;6,80;Tarjetas Controladoras / Puertos USB-Firewire;LogiLink;
121;9105;PC0023A;PC0023A;;0,000;/PC0023A.JPG;0;;;;;;;;;2;;0,00;8,95;Tarjetas Controladoras / Puertos USB-Firewire;LogiLink;
267;9105;PC0026A;PC0026A;;0,000;/PC0026A.JPG;0;;;PCMCIA FIREWIRE 2 PUERTOS;;;;;;1;;0,00;6,88;Cables y Adaptadores Serie;LogiLink;
121;9105;PC0028;PC0028;;0,000;/PC0028.JPG;0;;;;;;;;;1;;0,00;3,86;Tarjetas Controladoras / Puertos USB-Firewire;LogiLink;
121;9105;PC0035;PC0035;;0,000;/PC0035.JPG;0;;;EXPRESS CARD RED RJ45 GIGABIT;;;;;;2;;0,00;8,00;Tarjetas Controladoras / Puertos USB-Firewire;LogiLink;
267;9105;PC0051;PC0051;;0,000;/PC0051.JPG;0;;;PCMCIA PARALELO DB25 1 PUERTO;;;;;;16;;0,00;9,95;Cables y Adaptadores Serie;LogiLink;
200;12369;PCA-APC40-1;PCA-APC40-1;;0,000;/PCA-APC40-1.JPG;0;;;;;;;;;5;;0,00;28,95;Cajas CPU;PC PCASE;
200;12369;PCA-MPC28-1;PCA-MPC28-1;;0,000;/PCA-MPC28-1.JPG;0;;;;;;;;;1;;0,00;22,95;Cajas CPU;PC PCASE;
281;15279;PHYRO BITF1;PHYRO BITF1;;0,000;/PHYRO BITF1.JPG;0;;;ORDENADOR PHYRO BITFENIX PRODIGY INTEL;;;;;;0;;5,33;521,90;Ordenadores;Speedler;
281;15279;PHYRO BITF2;PHYRO BITF2;;0,000;/PHYRO BITF2.JPG;0;;;ORDENADOR PHYRO BITFENIX PRODIGY AMD;;;;;;0;;5,33;565,70;Ordenadores;Speedler;
281;15279;PHYRO BITF3;PHYRO BITF3;;0,000;/PHYRO BITF3.JPG;0;;;ORDENADOR PHYRO BITFENIX NOVA MESH SE INTEL;;;;;;0;;5,33;990,50;Ordenadores;Speedler;
281;15279;PHYRO BITF4;PHYRO BITF4;;0,000;/PHYRO BITF4.JPG;0;;;ORDENADOR PHYRO BITFENIX NOVA MESH SE AMD;;;;;;0;;5,33;923,55;Ordenadores;Speedler;
281;15279;PHYRO BITF5;PHYRO BITF5;;0,000;/PHYRO BITF5.JPG;0;;;ORDENADOR PHYRO BITFENIX DAWN TG INTEL;;;;;;0;;5,33;1557,44;Ordenadores;Speedler;
